feature,coverage,mean_composite_delta,median_composite_delta,worst_composite_delta,best_composite_delta,positive_folds,nonnegative_folds,alpha_sign_consistency,mean_alpha,mean_absolute_alpha,stable_candidate
recent_avg_place,0.9820305727926911,-0.0021438439616201788,-0.002261816364707403,-0.004517719412346688,0.0032243476930688963,2,2,12,-0.18460291084839212,0.18460291084839212,False
form_margin_scaled_weighted_6,0.9820305727926911,-0.0025204876765670126,-0.002405097990532401,-0.007355672614687281,0.00183028539552188,1,1,12,-0.23435715354682854,0.23435715354682854,False
recent_avg_place_3,0.9820305727926911,-0.0025821446968430826,-0.0026226979075084644,-0.006229485728797668,0.0011908896812574676,3,3,12,-0.1931657471132712,0.1931657471132712,False
recent_weighted_avg_margin,0.9820305727926911,-0.0026479487766118692,-0.003464562421666595,-0.005176512354444718,0.0036378748606634703,2,2,12,-0.23481355465430173,0.23481355465430173,False
recent_weighted_avg_margin_rank,0.9820305727926911,-0.0026479487766118692,-0.003464562421666595,-0.005176512354444718,0.0036378748606634703,2,2,12,-0.23481355465430173,0.23481355465430173,False
recent_finish_percentile_weighted,0.9509486921944441,-0.0026917924895486687,-0.002616052069792929,-0.006369340643159416,0.0019241903227430468,3,3,12,0.21157577116249301,0.21157577116249301,False
recent_finish_percentile_rank,0.9509486921944441,-0.0026917924895486687,-0.002616052069792929,-0.006369340643159416,0.0019241903227430468,3,3,12,-0.21157577116249301,0.21157577116249301,False
form_finish_quality_weighted_6,0.9820030545274426,-0.00278506169714803,-0.0032081469873671553,-0.006089084221378327,0.00029485554640618084,1,1,12,0.22349371831625406,0.22349371831625406,False
recent_avg_margin,0.9820305727926911,-0.002803798610262642,-0.0028991313134263397,-0.005458653526417057,0.00304974139093106,2,2,12,-0.22443613893960213,0.22443613893960213,False
form_finish_quality_weighted_3,0.981975536262194,-0.0028062660278125595,-0.0026308202355726507,-0.0059585658759175875,-0.0007636277453052509,0,0,12,0.21935875967547225,0.21935875967547225,False
recent_avg_margin_3,0.9820305727926911,-0.0030512051257397255,-0.003890183654715662,-0.00546156247006957,0.0015708272311983906,2,2,12,-0.21737724826423574,0.21737724826423574,False
form_margin_weighted_3,0.9820305727926911,-0.0031183173350054494,-0.003352022591045778,-0.007633772571863706,0.0004016471620766904,1,1,12,-0.21762124311800432,0.21762124311800432,False
form_margin_scaled_weighted_3,0.9820305727926911,-0.0034747047413772048,-0.0035086487420866175,-0.007436908238109496,0.0007392815660818286,1,1,12,-0.2157052912107095,0.2157052912107095,False
