feature,coverage,mean_composite_delta,median_composite_delta,worst_composite_delta,best_composite_delta,positive_folds,nonnegative_folds,alpha_sign_consistency,mean_alpha,mean_absolute_alpha,stable_candidate
recent_1_distance_m,0.9820305727926911,-0.000378603144267764,-9.144879611044932e-05,-0.002561118861676981,0.0017648982034939031,2,2,5,0.010393550890468128,0.010393550890468128,False
horse_jockey_wins,0.9989267876553062,-0.00040274722146746986,-0.0002203897205735883,-0.0015655899723706623,0.0002655489996732374,2,2,5,0.08481359326115653,0.08481359326115653,False
recentPodium,0.2708485257089393,-0.0004075121652582059,-0.00037642594539444296,-0.0007831471893082753,7.486131832656895e-05,1,1,5,0.028470677829950254,0.028470677829950254,False
recent_1_track_status_value,0.46146754908570564,-0.00043876385943575347,-0.00022438737868912817,-0.001643302866950913,3.2399591705201125e-05,1,1,5,0.007126052006925355,0.007126052006925355,False
distance_win_rate_rank,0.7199190963001693,-0.0004838780684222055,9.449293583907448e-05,-0.002969502191600193,0.0005092872503353885,3,3,5,-0.04868205094890857,0.04868205094890857,False
career_wins,0.9989267876553062,-0.0005017274805943827,-0.0006534807947631283,-0.0019162312476004306,0.0015417796922363447,1,1,5,0.005583091540505543,0.005583091540505543,False
recent_weighted_avg_margin,0.9820305727926911,-0.0005709195006933677,-0.001786017824279007,-0.0043432780545770155,0.0036378748606634703,2,2,5,-0.22460519181160993,0.22460519181160993,False
recent_weighted_avg_margin_rank,0.9820305727926911,-0.0005709195006933677,-0.001786017824279007,-0.0043432780545770155,0.0036378748606634703,2,2,5,-0.22460519181160993,0.22460519181160993,False
recent_3_margin,0.9240358287813536,-0.0005834593707660263,-0.0009047306928585686,-0.0017097069690148459,0.0006361951008549971,2,2,5,-0.10735862813634844,0.10735862813634844,False
recent_4_total_runners,0.8886610988043314,-0.0005999272968059133,-0.00015426384079453292,-0.00421176600671147,0.0009810994725849564,2,2,5,0.023887645857589134,0.023887645857589134,False
recent_avg_place,0.9820305727926911,-0.0006006370768022018,-0.002020008423871955,-0.0023097187086239535,0.0032243476930688963,2,2,5,-0.1728460346931215,0.1728460346931215,False
