phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,a1_weight,top3_weight
refinement_1,0.23894113549285964,0.5837687216997561,0.4623004834864827,3.6130268199233715,0.23894113549285964,0.107,0.893
refinement_1,0.23859282479972135,0.5837687216997561,0.4621437436745704,3.6130268199233715,0.23859282479972135,0.108,0.892
refinement_1,0.23859282479972135,0.5844653430860327,0.4622017954567602,3.6123301985370952,0.23859282479972135,0.109,0.891
refinement_1,0.23859282479972135,0.5844653430860327,0.46219018510032217,3.6126785092302334,0.23859282479972135,0.11,0.89
refinement_1,0.23859282479972135,0.5844653430860327,0.46219018510032217,3.6126785092302334,0.23859282479972135,0.111,0.889
refinement_1,0.23754789272030652,0.5844653430860327,0.4617168910272371,3.614768373389063,0.23754789272030652,0.112,0.888
refinement_1,0.23754789272030652,0.5844653430860327,0.4616588392450474,3.615116684082201,0.23754789272030652,0.113,0.887
refinement_1,0.23754789272030652,0.5844653430860327,0.4616588392450474,3.615116684082201,0.23754789272030652,0.114,0.886
refinement_1,0.23754789272030652,0.5844653430860327,0.4617142523098648,3.615116684082201,0.23754789272030652,0.115,0.885
refinement_1,0.23754789272030652,0.5844653430860327,0.4617142523098648,3.615116684082201,0.23754789272030652,0.116,0.884
refinement_1,0.23754789272030652,0.5844653430860327,0.4617142523098648,3.615116684082201,0.23754789272030652,0.117,0.883
refinement_1,0.23685127133402994,0.5841170323928945,0.4612611845370479,3.6154649947753397,0.23685127133402994,0.118,0.882
refinement_1,0.23685127133402994,0.5841170323928945,0.4612611845370479,3.6154649947753397,0.23685127133402994,0.119,0.881
refinement_1,0.23685127133402994,0.5841170323928945,0.4612727948934859,3.615116684082201,0.23685127133402994,0.12,0.88
refinement_1,0.23685127133402994,0.5841170323928945,0.46126795724497005,3.6154649947753397,0.23685127133402994,0.121,0.879
refinement_1,0.23685127133402994,0.5841170323928945,0.4612770796678856,3.6154649947753397,0.23685127133402994,0.122,0.878
refinement_1,0.23685127133402994,0.5841170323928945,0.46125717619970624,3.6161616161616164,0.23685127133402994,0.123,0.877
refinement_1,0.23685127133402994,0.5841170323928945,0.46125717619970624,3.6161616161616164,0.23685127133402994,0.124,0.876
refinement_1,0.23650296064089169,0.5841170323928945,0.4610803821357647,3.6168582375478926,0.23650296064089169,0.125,0.875
refinement_1,0.23650296064089169,0.5851619644723093,0.4611095588107093,3.6179031696273074,0.23650296064089169,0.126,0.874
refinement_1,0.23650296064089169,0.5851619644723093,0.4611095588107093,3.6179031696273074,0.23650296064089169,0.127,0.873
refinement_1,0.23650296064089169,0.5851619644723093,0.4611041682880774,3.6179031696273074,0.23650296064089169,0.128,0.872
refinement_1,0.23650296064089169,0.5851619644723093,0.4611041682880774,3.6179031696273074,0.23650296064089169,0.129,0.871
refinement_1,0.23650296064089169,0.5855102751654476,0.46107637379842287,3.6179031696273074,0.23650296064089169,0.13,0.87
refinement_1,0.23650296064089169,0.5855102751654476,0.4611121723974399,3.618251480320446,0.23650296064089169,0.131,0.869
refinement_1,0.23650296064089169,0.5855102751654476,0.46110595256363385,3.618599791013584,0.23650296064089169,0.132,0.868
refinement_1,0.23650296064089169,0.5855102751654476,0.46110595256363385,3.618599791013584,0.23650296064089169,0.133,0.867
refinement_1,0.2358063392546151,0.5855102751654476,0.4607628816092776,3.618948101706722,0.2358063392546151,0.134,0.866
