phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,a0_weight,a1_weight,c1_weight,c2_weight,c3_weight,b1_weight,b2_weight,b3_weight,b4_weight,b5_weight,b6_weight
global_simplex,0.3400423728813559,0.6789077212806026,0.5475856081170312,3.053436911487759,0.6789077212806026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.857
global_simplex,0.3409839924670433,0.690560263653484,0.5511629069494504,3.008827683615819,0.690560263653484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.143,0.714
global_simplex,0.3431026365348399,0.7022128060263654,0.5554132906092615,2.946798493408663,0.7022128060263654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.286,0.571
global_simplex,0.3469868173258004,0.7112758945386064,0.5594592136258768,2.8998352165725048,0.7112758945386064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.429,0.428
global_simplex,0.3419256120527307,0.710334274952919,0.5572847933414633,2.896539548022599,0.710334274952919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.571,0.286
global_simplex,0.3408662900188324,0.708804143126177,0.5561078116471782,2.905131826741996,0.708804143126177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.714,0.143
global_simplex,0.3400423728813559,0.7059792843691148,0.5542127274339451,2.9254943502824857,0.7059792843691148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.857,0.0
global_simplex,0.3415725047080979,0.6852636534839924,0.5499933272223136,3.0267184557438793,0.6852636534839924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.714
global_simplex,0.3431026365348399,0.6983286252354048,0.5542150668827894,2.9702212806026367,0.6983286252354048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.143,0.571
global_simplex,0.3438088512241055,0.7050376647834274,0.5569401516170552,2.922080979284369,0.7050376647834274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.286,0.428
global_simplex,0.3474576271186441,0.7084510357815442,0.5593110753156626,2.8986581920903953,0.7084510357815442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.428,0.286
global_simplex,0.3413370998116761,0.7068032015065914,0.5563654144427412,2.899364406779661,0.7068032015065914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.571,0.143
global_simplex,0.3409839924670433,0.7050376647834274,0.5553213219350187,2.911723163841808,0.7050376647834274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.714,0.0
global_simplex,0.338394538606403,0.6887947269303202,0.5483568380902392,3.015419020715631,0.6887947269303202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.0,0.571
global_simplex,0.3386299435028249,0.6991525423728814,0.5515695658704114,2.966219397363465,0.6991525423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.143,0.428
global_simplex,0.3387476459510358,0.701153483992467,0.5530616851238301,2.9338512241054615,0.701153483992467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.286,0.285
global_simplex,0.3403954802259887,0.7035075329566854,0.5539348598670601,2.923964218455744,0.7035075329566854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.428,0.143
global_simplex,0.3376883239171375,0.7016242937853108,0.5519876476709072,2.9290254237288136,0.7016242937853108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.571,0.0
global_simplex,0.3309792843691149,0.6849105461393596,0.5436952920092025,3.0156544256120528,0.6849105461393596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.428,0.143,0.286
global_simplex,0.3280367231638418,0.6887947269303202,0.5436336816236171,2.9929378531073447,0.6887947269303202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.428,0.286,0.143
global_simplex,0.3294491525423729,0.6809086629001884,0.5410541378805841,3.0524952919020714,0.6809086629001884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.0,0.428
global_simplex,0.332274011299435,0.689147834274953,0.5449417211202144,2.9917608286252353,0.689147834274953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.428,0.0
global_simplex,0.3115583804143126,0.6649011299435028,0.5262235405641117,3.1411252354048966,0.6649011299435028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.571,0.0,0.286
global_simplex,0.3135593220338983,0.6653719397363466,0.5284019543244459,3.1167608286252353,0.6653719397363466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.571,0.143,0.143
global_simplex,0.3134416195856874,0.6669020715630886,0.5293641705320725,3.1007532956685497,0.6669020715630886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.571,0.286,0.0
global_simplex,0.2986111111111111,0.6392419962335216,0.5125244338079792,3.254825800376648,0.6392419962335216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.714,0.0,0.143
