model,member,importance_type,feature,value
a0,1,weight,sectional_last600_std_6,1.0
a0,1,weight,sectional_last600_trend,1.0
a0,1,weight,sectional_closing_speed_ratio_weighted_6,4.0
a0,1,weight,form_class_level_weighted_3,2.0
a0,1,weight,class_change_vs_recent_3,1.0
a0,1,weight,jockey_history_starts,7.0
a0,1,weight,jockey_history_top3_excess,7.0
a0,1,weight,jockey_recent_top3_excess,3.0
a0,1,weight,trainer_history_starts,3.0
a0,1,weight,trainer_history_top3_excess,10.0
a0,1,weight,jockey_trainer_history_starts,1.0
a0,1,weight,jockey_trainer_history_top3_excess,2.0
a0,1,weight,recent_1_starting_price,5.0
a0,1,weight,recent_finish_percentile_last1,4.0
a0,1,weight,recent_finish_percentile_avg_3,1.0
a0,1,weight,recent_finish_percentile_best_3,1.0
a0,1,weight,recent_finish_percentile_slope_3,2.0
a0,1,weight,recent_finish_percentile_slope_6,6.0
a0,1,weight,recent_finish_percentile_last_minus_avg3,1.0
a0,1,weight,recent_finish_percentile_avg3_minus_avg6,7.0
a0,1,weight,recent_margin_avg_6,1.0
a0,1,weight,recent_margin_best_3,1.0
a0,1,weight,recent_margin_quality_slope_3,1.0
a0,1,weight,historical_market_overperformance_last1,2.0
a0,1,weight,historical_market_overperformance_best_3,1.0
a0,1,weight,historical_market_overperformance_slope_3,4.0
a0,1,weight,historical_implied_probability_weighted_6,2.0
a0,1,weight,distance_minus_recent_weighted_avg,1.0
a0,1,weight,similar_distance_finish_percentile_weighted,2.0
a0,1,weight,similar_distance_top3_rate,1.0
a0,1,weight,distance_step_down_pct,1.0
a0,1,weight,recent_barrier_percentile_avg_3,4.0
a0,1,weight,recent_barrier_percentile_std_6,6.0
a0,1,weight,current_barrier_percentile,1.0
a0,1,weight,current_weight_change_pct,1.0
a0,1,weight,margin_quality_consistency_6,4.0
a0,1,weight,recent3_vs_career_place_rate,3.0
a0,1,weight,same_track_finish_percentile,3.0
